TNS_name classification RA Dec MW_EBV gal_PGC gal_RA gal_Dec z_hel z_cmb z_flag
21dch SN Ia 196.349005565 29.5096292514 0.009775330610573292 3802101 196.34838416666668 29.510398333333335 0.02014060006806442 0.02100716936151442 spu
21ddh SN Ia 129.871319813 -1.40805856756 0.02908638499677181 1119309 129.87125 -1.4091666666666667 0.04947822501732919 0.050450073038503684 sp
21ddn ? 97.9423218297 -29.2292281351 0.05318713322281837 None 97.94170833333003 -29.22886111111 0.116241 0.11668180985716013 sp
21dev SN Ia 162.600624426 0.926926147397 0.04205219373106957 1179328 162.60174 0.92739 0.054194158546843764 0.055415061395769814 spu
21dgm SN Ia 237.571417195 8.35937396113 0.03294190548360348 4479685 237.57131 8.35915 0.059387751509079 0.059787397378517355 spu
21die SN Ia 200.510971615 54.6909195545 0.02371496871113777 2477215 200.5075 54.69027777777777 0.07926150030098489 0.0797383196972316 spu
21dit SN Ia 217.841692922 55.7632480683 0.011087049040943384 3487275 217.84224 55.76388 0.041538736775025877 0.041860473000532875 spu
21div SN Ia 254.0824111 39.2758209 0.01397652767598629 59283 254.08787124990002 39.2751709742 0.06206560406532976 0.062034055397778363 spu
21dlb SN Ia 223.279024907 3.53730799047 0.034893408715724945 1254126 223.28041 3.53814 0.03335307387886322 0.03403963283677594 spu
21dnl SN Ia 221.762447925 0.475774107599 0.03766459450125694 1167018 221.76673 0.47906 0.055821951331410755 0.05654420788240221 spu
21dnm SN Ia 189.350889393 23.0935396452 0.012240945156663656 4334569 189.3501565 23.09421511 0.04607187282876876 0.04706517835275178 spu
21doa ? 37.1357333333 36.1993166667 0.05218964256346226 None 37.13672439 36.20004481 0.074611001 0.07387678764531916 pu
21dov SN Ia 134.077958 -0.442139 0.03024776667356491 25109 134.07801715370002 -0.4414986904 0.012698117976003254 0.013720569953872042 spu
21dqd ? 250.36435 26.69469 0.06227875962853432 None 250.36125870720002 26.692011471300003 0.070073 0.07014936216545314 spu
21dru SN II 186.186098097 -4.76859324773 0.04191037014126778 1053793 186.18192 -4.76625 0.02587833314085195 0.027052846015480882 spu
21dsb SN Ia-91T-like 158.828292 -13.005439 0.04177479386329651 9005107 158.828571856028 -13.0049837555193 0.02995247123788255 0.031168141854802087 spu
21dsi SN Ia 179.879383317 -1.14649908803 0.020844791866838932 1125620 179.8809 -1.14652 0.07658298061654373 0.07778730650136664 spu
21dut ? 59.605292 8.172919 0.1298249065876007 None 59.60504116 8.17267043 0.13346601 0.1330642738271758 pu
21dxo SN II 182.411697819 42.0089806306 0.011969332061707973 38656 182.408742219 42.009678034400004 0.023003734345072066 0.02378804783597108 spu
21ech SN II 181.585078941 37.0131137578 0.018700882643461227 38386 181.5871125 37.01408444444444 0.0207309091916308 0.021594578676266612 spu
21ehb TDE 46.9491904666667 40.3112683 0.1227214503288269 2163926 46.94938364205 40.31137251016 None None n
21ezf ? 136.490821491 17.8031766172 0.029526019543409346 None 136.48930416666667 17.803516666666667 0.096824 0.09777757982622352 spu
21fbc SN Ia 214.665938482 19.7483519936 0.024749760627746583 9005108 214.6661053 19.7495326 None None n
21fck SN Ia 130.344511289 2.88982340711 0.026333817802369593 5827950 130.34434 2.8897 0.056 0.056965987383096196 sp
21fco SN Ia 159.973958 21.844489 0.027810126468539236 31721 159.96929 21.84495 0.05538731731536756 0.056461762956220955 spu
21feg SN Ia 221.988858416 -22.1886776662 0.08654306247830391 9005109 221.988928 -22.188459 0.05954354634794988 0.06026592318359743 spu
21fnc SN II 135.728 50.285769 0.01988311592489481 None 135.7278649982 50.285577556099994 None None n
21fnj ? 215.92775 28.346061 0.016504603326320647 None 215.92627083333332 28.346138888888888 0.030615865724986542 0.03126784524897763 spu
21fnr SN Ia-91bg-like 219.507878335 10.1840233052 0.025543270148336888 52298 219.50424625 10.180966666666666 0.026894605867636603 0.0276185502969367 spu
21fnt SN Ia 203.247592831 32.6095845838 0.009026162587106227 47682 203.23980079540001 32.6052079602 0.03576240733847948 0.03652619951314156 spu
21foa SN IIn 199.301474895 -17.257157518 0.07007364913821221 46270 199.3016375 -17.254513888888887 0.00836314967909361 0.009408020443630975 spu
21fof SN Ia 212.053310337 -8.83271031664 0.03493667535483837 None 212.05327175 -8.83264824 0.04088 0.04177301068390501 spu
21fog SN 229.840167 -9.863861 0.10108918800950051 985719 229.83577449726002 -9.844030523930002 0.05269 0.05328383810944011 spu
21foi ? 203.112805 59.2075142857 0.010689852964133025 None 203.11282708333334 59.207611944444444 0.06870477429015187 0.06909090681060584 spu
21fsm ? 201.911902924 0.784972963124 0.0242020395770669 None 201.91142 0.78483 None None n
21ftd ? 138.498226438 -7.94670792282 0.034003009796142576 None 138.498226438 -7.94670792282 None None n
21ftu SN Ia 184.318165641 -13.5130127608 0.049345007613301274 9005111 184.31941 -13.51356 0.0823868 0.08356700494607594 sp
21ftv ? 249.290676 6.876322 0.0695283068716526 None 249.2913993 6.8789206 None None n
21fud ? 170.200772969 -16.8195503328 0.044306227043271064 None 170.2002758 -16.8211727 None None n
21fwm SN Ia 159.325719164 -5.16063578669 0.04108101226389408 9005112 159.32543 -5.16107 0.07260911751170022 0.07383257793046875 sp
21fwy SN Ia 196.672414083 9.33175093174 0.023918049596250057 4355290 196.67199166666666 9.331219444444445 0.0728337201865165 0.07387179328790831 spu
21fxa SN Ibn 104.116735072 48.4264896586 0.07734674394130707 None 104.11666666666666 48.425 0.06201199999999999 0.06226193004277235 sp
21fxy SN Ia 198.256542 -19.51255 0.0819514612853527 45908 198.2543 -19.51819 0.00948389435467386 0.010532145444280307 spu
21fyw ? 178.410095701 49.856544848 0.014972619898617267 None 178.4103510862 49.8558415721 0.078583002 0.07924831026397554 pu
21fzm ? 178.21401805 23.6914852 0.023243192546069623 None 178.21364 23.69162 0.056706 0.05775310195905454 spu
21fzp SN II 220.98375 16.41325 0.024176790826022625 21fzq SN Ia-91T-like 225.280396054 12.3139866956 0.03026803359389305 9005113 225.2804276362 12.313909515799999 0.11268 0.11329446441300989 spu
21gad SN Ia 231.5165918 36.3231198 0.021306554712355135 2078675 231.51675678080002 36.323057754299995 0.06072399999999999 0.06107518832225107 pu
21gba SN Ia 219.266182819 -8.07644043888 0.05857512250542641 9005114 219.2662069 -8.0766318 0.10371728625978194 0.10449667672309783 spu
21gbl ? 188.070280889 48.3484869409 0.012017227318137884 None 188.0697490801 48.3505904934 None None n
21gbm SN Ia 175.503949667 -4.20870790511 0.023561872728168964 9005115 175.50402342 -4.20968504 None None n
21gbu ? 93.01877 -22.4263466667 0.07052219331264496 None 93.01916666666666 -22.42888888888889 0.090206 0.09055983629955652 sp
21gcu ? 201.4021008 48.89797405 0.004402961209416389 None 201.401943196 48.898059018999994 0.16587000000000002 0.16643133060289253 pu
21gdm SN Ia 237.387721 4.6709825 0.05723133534193039 9005116 237.38764 4.67103 0.11131 0.111725917297501 spu
21gea SN Ia-91T-like 203.325138889 -33.09639 0.05084549337625503 3809824 203.32708 -33.09694 0.04466089670608058 0.045580005027241785 spu
21get ? 223.64041186 22.8090764 0.030334963127970696 None 223.64053634430002 22.8089104195 0.11549699999999999 0.11607616977767501 pu
21gez SN Ia 245.54178907 21.2222280379 0.04408350557088852 1645390 245.53862 21.21942 0.03207018636873113 0.0322606312551897 spu
21gfe ? 261.380226667 24.0284833333 0.047302207127213475 None 261.380003616175 24.0293753121583 0.20181 0.2016804338187858 pu
21gfh ? 177.49807 -30.3458933333 0.04968916401267052 None 177.498734830839 -30.3461145175366 0.091976002 0.09309618512991175 pu
21gft SN Ia 151.243958 -18.3799 0.03492863714694977 None 151.24399591 -18.37972395 None None n
21ghc SN Ia 149.137458 0.752289 0.02226591274142265 1174488 149.13964166666668 0.7508722222222223 0.04617194205732822 0.047333605924830616 spu
21giz ? 262.54880342857 40.795011 0.03411759190261364 2171040 262.55056666666667 40.795344444444446 0.076115 0.07594181476922007 sp
21gjm SN Ia 115.588417 12.165781 0.04659330703318119 9005118 115.586913235054 12.1656838682754 0.045212676296850426 0.04591656327269626 spu
21glz SN Ia 246.21691151 45.1809340682 0.006335769761353731 9005119 246.2168 45.18053 0.0696 0.06966936944061154 spu
21gpu ? 251.337144475 31.23834375 0.02551528539508581 None 251.33721666666668 31.238286111111112 0.090063 0.0901051619503322 spu
21gwo ? 222.62489 -18.8865566667 0.08327869147062301 None 222.624311502884 -18.8855634632098 None None n
21gyh SN Ia 195.966109934 -3.4517535775 0.025394302196800708 1071068 195.9646532127 -3.4544672373000003 0.08597814692189489 0.0870687058060522 spu
21gyi ? 294.463067143 -18.82682 0.09828715652227402 None 294.46416666666664 -18.824444444444445 0.043327 0.042681203260340785 sp
21hen SN I 196.9328598 24.8105317 0.014284576214849949 45484 196.9284162211 24.810591680199998 0.021143375979112273 0.0220557443095931 spu
21hiv SN II 192.274347432 -12.2076702123 0.03969384953379631 None 192.27247 -12.20736 0.024499999999999997 0.025624695361275162 sp
21hiz SN Ia 186.423625 7.228389 0.02214422471821308 40566 186.42275 7.22927777778 0.003318962747221613 0.004455631843691893 spu
21hjc SN Ia 141.388792 -24.764981 0.07727225676178932 786340 141.38836666666666 -24.764733333333332 0.053726168121280754 0.05478706493920535 spu
21hji SN Ia 252.171380618 21.9971688313 0.04988615296781063 3572442 252.17108333333 21.99741666667 0.057669896418808514 0.05772698486593728 spu
21hkf SN II 176.096958 8.178181 0.021182479895651342 None 176.09678550549998 8.1781619987 None None n
21hkg SN II 148.102542 -11.224119 0.046209279969334605 None 148.10291666666666 -11.223611111111111 None None n
21hkh ? 312.002029 15.161222 0.08949079409241677 None 312.00378 15.161623 None None n
21hlo ? 163.3877196 40.9035979 0.01004221497103572 None 163.3877337409 40.9042995433 None None n
21hlp SN Ia 158.420583 -3.706661 0.03655580557882786 3092645 158.42033625 -3.7065547222222226 0.064902 0.06612107104180352 pu
21hlw SN Ia 150.97594894 49.41953297 0.008839517738670111 2342426 150.97736333333333 49.41893972222222 0.05077412587877712 0.05142634555668809 spu
21hop SN Ia-91T-like 232.786489091 28.0987809091 0.02419599089771509 1826306 232.7865 28.09967 0.07461828809582662 0.07500747943602187 spu
21hsn SN IIn 290.57018736 56.35005099 0.10322882503271102 21hsv ? 112.6790675 41.4676129 0.056829873472452164 None 112.6790755033 41.4675650466 0.07191599537750386 0.07234365368962486 spu
21htu ? 88.772708 -25.697011 0.02868410937488079 None 88.77211666666666 -25.69771666666667 0.040438 0.04071215552906055 spu
21hug ? 132.33937020000002 -27.05820795 0.08748715624213219 None 132.3398457 -27.0588486 0.093723997 0.0946821368903162 pu
21huu SN Ia 178.611208 55.073981 0.009041665531694889 3475597 178.60904166666666 55.073772222222225 0.046188620262088115 0.04675806026075908 spu
21hvp ? 208.0670361 -25.0752489 0.06898516237735748 None 208.06791666666666 -25.073055555555555 0.038413 0.03932553942609207 spu
21hwk SN Ia 214.761322569 -7.39058508787 0.04068255871534347 1019808 214.76148065348 -7.390050602179999 0.04111622062408591 0.041967547478146225 spu
21hwq SN Ia 212.39735713 11.1530969245 0.02021343693137169 None 212.39647563 11.15398827 0.0794409319681661 0.08027124293678216 spu
21hwx SN Ia 229.860873305 23.3976319294 0.049089060053229334 3844278 229.8598125 23.39665 0.08748051960666736 0.08795075285130978 spu
21hyz SN Ic-BL 141.90211003636 4.4530498272727 0.03912194177508354 None 141.90386 4.4526 0.046169 0.04725896371577028 spu
21hzd ? 160.753766891 -17.4685861117 0.03232341840863228 155721 160.75597916666666 -17.45031111111111 0.07652281005284751 0.07773038170254142 spu
21hzo SN Ia 180.1670628 51.840922199999994 0.014046986140310764 9005120 180.16707489689998 51.8408438865 0.128732 0.1293570003748288 pu
21hzt ? 185.96509045 19.8747385 0.030798234939575196 None 185.96529 19.87508 0.123562 0.12460970866156956 spu
21iaf SN Ia 227.843833 26.792261 0.0483791571855545 None 227.84397214 26.79251467 0.05429 0.05477153279932524 spu
21iai SN Ia 205.87809639 9.6234083465 0.022888284362852573 1367677 205.87958333333333 9.621441666666668 0.06973157410117369 0.07066087987198348 spu
21iaw SN IIP 215.782833 50.220861 0.017211557142436502 3087347 215.783555 50.22137722222222 0.026899873171349318 0.027312531746824874 spu
21ibn SN II 132.558667 37.026969 0.029170643612742422 None 132.56008333333332 37.02013055555555 0.04379763995367362 0.044509083794151 spu
21ifw ? 173.706988578 11.7456544012 0.02617342207580805 None 173.70632 11.74685 0.091544 0.09271039506680992 spu
21ify SN Ia 261.723722906 13.178865883 0.1283424162864685 None 261.7236444 13.17866077 0.06087752513989542 0.06076280719652512 spu
21igt SN Ia 191.25050259 21.1417000006 0.035662145242094996 4339982 191.24998333333335 21.142186111111112 0.07535546474621453 0.07635360100340446 spu
21ihz SN Ia 228.36383990000002 25.20666325 0.04458413630723953 54343 228.3661 25.20705 0.06976292912612232 0.0702468062996424 spu
21iio SN Ia 286.2489858 50.7340143 0.04898139484226704 9005122 286.24780017 50.73411897 0.08612614054317996 0.08564144951220601 spu
21iiu SN IIb 148.786792 35.379681 0.011502858903259038 28605 148.78826666666666 35.378144444444445 0.05095264529841863 0.05181362493188937 spu
21ijy SN Ia 258.48730273 39.09879603 0.03934347465634346 9005123 258.487416079 39.098764703600004 0.07262 0.07251579313747095 spu
21ikn SN Ia 118.831167 41.14455 0.036371349692344665 9005124 118.83041 41.14387 0.06898294132626466 0.06949217970210535 spu
21ill SN Ia 139.938917 -30.877989 0.15033609360456465 None 139.939 -30.87797 0.05556501205661148 0.05657296410599332 spu
21iov SN Ia 141.661822388 -7.08712646892 0.03349065974354744 3742233 141.6604625 -7.087425 0.053947321116397134 0.05505971217110303 spu
21iqt SN Ia 167.763968671 55.1308172089 0.009105896707624198 9005125 167.7637053647 55.130797807200004 0.0575778725036584 0.058158599896787025 spu
21irx SN Ia 206.909891359 15.5213040698 0.02952589139342308 1486879 206.91099041666666 15.523494444444445 0.09070942004818547 0.09158885366838655 spu
21itd SN Ia 221.212833 43.316769 0.014391651935875415 2217873 221.21262979 43.31714644 0.08007539669326838 0.08050703260913702 spu
21iuu ? 137.3716906875 34.5269681875 0.01889587886631489 None 137.3716186995 34.5295990991 None None n
21ixf SN Ia 262.604875 37.010911 0.034683185070753096 60411 262.6047125 37.00881694444445 0.04137081290646493 0.04120014750445466 spu
21j SN Ia 186.612544421 31.2223756347 0.016722927652299404 40692 186.61291666667 31.22352777778 0.0023706780133519183 0.003288587433579192 spu
21jje SN Ia 243.731399332 -1.67732217002 0.11858666539192199 9005127 243.731786115424 -1.67761539394689 0.04948733561921573 0.049791140502843376 spu
21jjs ? 210.297659823 8.44912187568 0.01986976109445095 None 210.297325 8.449375 0.10749600000000001 0.10837089091904302 pu
21jmh ? 204.983010814 20.9784602643 0.02338186524808407 None 204.9835696533 20.9780226066 None None n
21jmi SN Ia 232.172126 26.155364 0.03868918888270855 1764863 232.17370635 26.15476975 0.08648282939792969 0.08689521224666466 spu
21jof SN Ia-91T-like 242.843747506 28.8730879383 0.03358316481113434 4121034 242.84506666666667 28.87197777777778 0.11065988858198694 0.11086675157978103 spu
21joo ? 216.862237213 8.58953732397 0.020492312125861646 None 216.86220833333 8.58877777778 None None n
21jpj ? 224.020650712 4.88205917981 0.03194032043218613 None 224.02134 4.88172 0.094998002 0.09566679930007689 pu
21jpk SN Ibn 219.750113048 12.6694536941 0.01756645731627941 None 219.75179166667 12.67169444444 0.037978 0.0386849939468321 spu
21jqj ? 184.515437265 29.9437553958 0.017656777426600455 None 184.515257607 29.943610355300002 0.081522003 0.08246784720662788 pu
21jtb SN Ia 224.678365833 53.6692925 0.012532491981983184 3490029 224.67825838 53.66917846 0.07330404556074589 0.0735827897987751 spu
21jub ? 175.962071667 -26.69307 0.045588383674621584 None 175.97523333333334 -26.701891666666665 0.083651 0.08480418919943157 spu
21jui ? 186.713792249 -17.7782394028 0.03783764183521271 None 186.7136334 -17.7777972 None None n
21jva ? 317.99525 -21.8674442857 0.05020803369581699 None 317.99925 -21.869916666669997 0.093005 0.09207128530588296 sp
21jvj SN IIb 225.981788571 26.0493285714 0.03424559451639652 None 225.98499 26.04856 0.03328676351071998 0.03380428891712776 spu
21jvs SN Ia 224.436686823 6.62438029684 0.030053654685616493 53470 224.43702766 6.62689702 0.021484863371712976 0.0221397047595221 spu
21jwl SN Ia 233.89276104 5.39222793307 0.05409884989261627 1282728 233.8935375 5.3930444444444445 0.038463275817298914 0.0389459073583862 spu
21jwq SN Ia 270.230177627 52.7396462498 0.038082014247775076 None 270.22985935 52.7397885 0.05091845960784143 0.05064090020999035 spu
21jys SN Ia 135.305833 10.437389 0.02912153333425522 3527519 135.30651666666665 10.437125 0.03615834791947969 0.03715009160736863 spu
21kax SN Ia 194.960700691 22.7232917924 0.021613805517554284 4350197 194.9607125 22.72367222222222 0.07255113796810607 0.07350253961155813 spu
21kbz SN II 220.536417 37.873939 0.009177633468061686 101520 220.53738333333334 37.87318611111111 0.032117 0.032613770679067906 spu
21khn SN Ia 195.799262855 -6.6631930874 0.0335484105348587 9005128 195.80002347867 -6.66526085588 0.07802627156499216 0.0791214006021468 spu
21kho ? 140.437708 -32.73945 0.16206545680761336 None 140.436004 -32.740231 None None n
21kiw ? 216.846540246 43.4078177735 0.009819033760577441 None 216.84754166666667 43.40776111111111 0.08932 0.08980363986054427 spu
21kiy ? 210.858671225 2.88462261298 0.02531165026128292 None 210.85765 2.88635555556 0.07557536835396787 0.07646512835672295 spu
21kjh SN Ia 199.966652643 7.76054621278 0.023513853326439856 1330132 199.96609583333333 7.760263888888889 0.04927075250171904 0.050281742215629956 spu
21kjw ? 334.86525 -13.537211 0.03320158861577511 None 334.86371865601 -13.53777032272 0.093644999 0.09251577264906344 pu
21kkj SN Ia 320.887426667 -10.57276 0.0397177142649889 9005129 320.887701805 -10.573113130160001 0.09027740187904838 0.08922810026062349 spu
21kkz SN Ia 248.984768982 18.0828222639 0.05244802817702293 1549695 248.98475 18.08280555556 0.078802 0.07893586923465674 pu
21kld SN Ia 320.706119104 -20.1184801198 0.04313578195869923 9005130 320.70536923205003 -20.1203621638 0.07132061365027212 0.07034502251874872 spu
21klg SN Ia 139.59963285 39.380958975 0.01474850319325924 2148789 139.59865208333332 39.381278333333334 0.027579079390983214 0.028321541455819877 spu
21knh SN Ia 137.536042 -27.62405 0.12729495674371719 None 137.53528071 -27.6239099 None None n
21knq ? 201.064708 31.338611 0.014266018494963647 None 201.06505397439997 31.3383370667 None None n
21koj SN II 125.392958 -13.352381 0.04922124035656452 23449 125.38975 -13.351138888889999 0.01438078094563485 0.015296990129240299 spu
21kom SN Ia 156.2095 3.562081 0.029330869540572166 3092308 156.21061851826 3.56232338636 0.045051833825652816 0.046243655007217374 spu
21koo SN Ia 142.407915 -6.9384492 0.030275645703077315 9005132 142.407300234096 -6.9383352676441 0.0917239672726851 0.09284324745608995 spu
21koq SN Ia 274.00425 6.751769 0.1805676493048668 61661 274.01101666666665 6.7468111111111115 0.020526867290303882 0.020169753969774044 spu
21kpu SN Ia 230.581986287 22.6817822719 0.038399041295051575 9005133 230.58255 22.68193 0.07084 0.07130208099498249 spu
21kqj SN II 166.242361519 30.0296866345 0.02132524698972702 None 166.234943369 30.0338705265 None None n
21ksf ? 158.388307418 54.4434305889 0.008103679716587067 None 158.3885885421 54.4433993342 0.05381 0.05439408709198642 pu
21ktf ? 152.07944 18.2220966667 0.03372633397579193 None 152.0856942747 18.214539841700002 None None n
21ktz ? 326.074220155 -21.9669108981 0.03183311976492405 None 326.07425982 -21.9671982 None None n
21kut SN Ia 157.87405495000002 6.24264155 0.02473868366330862 1297053 157.87342 6.24374 0.031263628386542 0.032450365914520156 spu
21kxf SN Ia 204.448079898 1.32927969812 0.021033016964793205 1191542 204.44916666666666 1.3294444444444444 0.0789712995381625 0.0799538921834109 spu
21kzx SN Ia-91T-like 240.977094708 27.8630567006 0.03385790236294269 1820005 240.97883333333334 27.863144444444448 0.08896821547125112 0.08921405413046368 spu
21lan SN IIb 178.448708 13.726731 0.026275387816131115 4101061 178.44739166666668 13.728619444444444 0.022463 0.023600936468980156 spu
21lao Impostor-SN 258.52316875 35.54216375 0.024781886227428912 None 258.52281899 35.54569834 None None n
21lat SN Ia 220.224124 24.971658 0.024500648267567156 1721623 220.22216666666668 24.970852777777775 0.03385708922670763 0.03447439822125802 spu
21llo ? 139.457225 -6.0330136 0.030904045179486275 None 139.457225 -6.0330136 0.08490700300000001 0.08599746326981388 pu
21llv SN Ia 212.956705064 18.0085719096 0.02386212334036827 1547706 212.95709583333334 18.009758333333334 0.08275391637770954 0.08353264473249065 spu
21lma SN Ia 160.383852098 52.6510161544 0.01229155158624053 2420226 160.38325416666666 52.650530555555555 0.06425445165802003 0.06487561436466341 spu
21lnf SN Ia 144.507625 -16.858719 0.05990207076072693 892512 144.50751541666668 -16.859302500000002 0.038947610883526634 0.04007022059186865 spu
21lny SN Ia 205.26646278 -25.60259172 0.05833703905344009 9005134 205.2664454 -25.6023574 0.09510348953030158 0.09604751685138917 spu
21low SN Ia 176.19275 20.126189 0.02078268077224493 36574 176.19595294 20.12504927 0.021929170746516912 0.023019507523239884 spu
21lqy SN Ia 139.367208 -9.813261 0.039213844537734986 None 139.36767882874682 -9.812277459535816 None None n
21lsl ? 210.544701412 43.8880932597 0.006429698094725609 None 210.54476371400003 43.8881891092 None None n
21lso ? 201.033170125 56.059677025 0.008641950506716966 None 201.03045833333334 56.058838888888886 0.043091 0.043542074172101417 spu
21lsr SN Ia 194.77490734167 -25.376379908333 0.08914678186178207 None 194.7753476 -25.3774888 None None n
21ltd ? 170.044233951 30.4070174419 0.014420259818434715 None 170.04551644469998 30.406682866300002 0.08254602985074626 0.08352980691332654 spu
21lug SN Ia 259.59640083158 -0.38763241052632 0.31849257051944735 None 259.5956656 -0.38759184 None None n
21lwq ? 204.638353666 26.1343847726 0.009495547953993082 None 204.6379299375 26.131735491599997 None None n
21lxb SN Ia 195.494375 28.008569 0.007928343303501607 44945 195.48993425 28.00583554 0.025750481021106945 0.026641752713018385 spu
21lxg SN Ia 324.73114175556 34.205322844444 0.16282702654600142 None 324.72945833332994 34.206444444439995 0.06776402012564338 0.06674615254565258 sp
21lxo SN Ia 210.41132639 19.49643992 0.03836402431130409 None 210.41 19.497500000000002 0.0597635098818 0.060567011373269135 pu
21lyi SN Ia 153.74239586667 -3.5389890166667 0.02808858036994934 1069930 153.74305544 -3.53851841 0.07631612934038522 0.0775145874856193 spu
21maa ? 257.261776667 4.33791333333 0.0965519544482231 None 257.26095523 4.33926786 None None n
21mbp ? 241.765022374 1.38133138048 0.10285569712519646 3092460 241.76575 1.38179 0.037848 0.03818461788293865 sp
21mdk SN II 258.879042 39.185161 0.037734032571315766 None 258.8718606627 39.1911944905 None None n
21mfg SN Ia 306.350542 -22.719769 0.053701440766453744 None 306.350542 -22.719769 None None n
21mhv SN Ia 186.014375 35.703639 0.01014947410672903 3088524 186.01382 35.70406 0.04682272560705981 0.047684119253203046 spu
21mid SN Ia 239.539519013 12.0439766922 0.04206372082233429 214440 239.53933 12.04583 0.0414613499049399 0.04180780243399324 spu
21mim SN Ia 235.089020072 7.28152761418 0.04079207889735699 55759 235.09314 7.28323 0.0382314487711362 0.03868397643695355 spu
21min SN Ia 222.24025 18.326689 0.04015732638537884 1556460 222.23836664 18.32618739 0.04203441302049033 0.042666828305395844 spu
21mku SN Ia 170.44322001875 -5.47923689375 0.03412144921720028 1044207 170.44358 -5.47869 0.049823134643367184 0.051059028878579 spu
21mld SN Ia 230.004766703 22.8866719214 0.04215408898890018 9005139 230.00453 22.88661 0.08156 0.08203093779816585 spu
21mmn ? 139.97503375 -17.7330525 0.05570466533303261 None 139.97496 -17.73394 0.05434365234723558 0.05542330781185869 spu
21mnf ? 348.215789872 12.0814537496 0.05728882983326912 None 348.215281493364 12.0819709539976 0.08914499699999999 0.08791259133897258 pu
21mng ? 309.300998759 -10.3228914289 0.03910382777452469 None 309.30046484 -10.32283547 0.091260001 0.09034121359286976 pu
21mpa ? 200.142658356 -22.2962163767 0.0998001529276371 None 200.14264679 -22.29608094 0.091647997 0.09266514082080274 pu
21msv SN Ia 195.09912456 -11.96550124 0.03672354750335217 959514 195.09897218592755 -11.965468113498998 0.0509 0.05199923127451562 n
21nya SN Ia 184.508542 24.718 0.025645621940493583 4320329 184.5085 24.718752777777777 0.06445459011513892 0.06546174291679224 spu
21nyt SN Ia 245.807574984 26.4759429628 0.026659616716206074 3089457 245.80746913849998 26.479288356999998 0.0644595935765669 0.06462283016146646 spu
21oat SN Ia 195.034417 28.170311 0.009445531014353036 44717 195.03798 28.1704 0.022523248400064824 0.023416606626057303 spu
21och SN Ia 221.027667 18.010961 0.026953709721565248 52630 221.02968333333334 18.012605 0.032147573238817104 0.03280186697415487 spu
21pfs SN Ia 210.84825 -6.031639 0.024263159111142157 50084 210.85850276 -6.03074443 0.008970539212163904 0.009879502517229485 spu
21pma ? 271.1196275 34.5602175 0.052897363677620886 None 271.117415 34.559563 None None n
21pom SN Ia-91bg-like 184.50781 -20.857608 0.0463202578574419 39486 184.50865 -20.85324166666667 0.03241342382269003 0.03356612650135516 spu
21pyz SN Ia 289.049642239 45.148508518 0.07857372879981994 9005141 289.04878045 45.14862256 0.061413132005499846 0.06085908645866325 spu
21pzt SN Ia 12.665502351 38.3215566076 0.039182848259806634 9005142 12.6655142 38.3215282 0.07595614099153382 0.07498932589555414 spu
21qdi SN Ia 173.654735455 5.31503363636 0.025345315262675285 1281420 173.65447708333335 5.314047222222222 0.06309698424768244 0.0643002924969874 spu
21qgr SN II 18.907333 -6.591461 0.06144194021821022 4547 18.90354166667 -6.58705555556 0.021675 0.020646480660100764 spu
21qwq SN II 221.85225 -22.405581 0.0844478678703308 52810 221.85610833333334 -22.406044444444444 0.010960755251401959 0.011684748492599447 spu
21usd SN Ia 275.513899561 36.6223201589 0.03376704402267933 61781 275.5173041666667 36.62067777777778 0.028239536299475555 0.027851736014978753 spu
21uyc SN Ic 329.188925824 27.9049307833 0.055999429523944856 None 329.181625 27.886 0.087043002 0.08594480912949216 pu
21veb ? 219.447096 25.194642 0.026066850945353506 None 219.4467364 25.1938867 None None n
21vfh SN II 22.9098779478 31.9899893834 0.038187167719006536 None 22.9105 31.9895 0.078838 0.07790653074061901 sp
21vht SN Ia 11.7927274413 16.3747768238 0.05127966873347759 None 11.79197699 16.374703 0.080872 0.07975288403762973 spu
21vio SN Ia 263.52544609999995 8.512882399999999 0.14427116483449937 9005143 263.5256031 8.5126385 0.09251387962130915 0.09237166695724429 spu
21vir ? 223.30403015 15.7387742 0.022870378606021403 None 223.30475539009998 15.738025927699999 0.07119499900000001 0.07182526996500438 pu
21vju SN Ia 340.602475072 6.96069908798 0.10001868709921836 1311004 340.6035458333333 6.963327777777778 0.040469997414011 0.03924220454979359 spu
21vkc SN Ia 328.446634566 17.1708396512 0.08201098695397377 9005144 328.444010965706 17.1726454146902 0.09556004247256183 0.09440908150834419 spu
21vng ? 45.0274123077 -30.2961938462 0.011541520953178406 None 45.02625 -30.296111111111113 0.114031 0.11353085984968328 sp
21vnx SN Ia 285.9034966 -27.4027573 0.17734303683042527 9005145 285.904782 -27.4025169 0.04156688182792595 0.041122061566383684 spu
21vqb SN Ia 23.997542 -34.020311 0.01779848087579012 3176919 23.99713 -34.01989 0.06770016876141695 0.06696088571299517 spu
21vt SN Ia 201.782399636 11.3523929005 0.024020771421492098 4370785 201.7826694663 11.3525620036 0.08979447005693343 0.09076464769153475 spu
21vtk SN Ib 32.129208 18.995031 0.13650280237197876 8171 32.128725 18.995294444444447 0.017356667480809492 0.016476739207662034 spu
21vts SN Ia 244.60325 38.13335 0.01208450285717845 9005146 244.60234274330003 38.13366445 0.07346 0.0735898108067242 spu
